,accdefrate,accexamcnt,accexamcompcnt,carecnt,clearcnt,createdt,deathcnt,decidecnt,examcnt,resutlnegcnt,seq,statedt,statetime,updatedt
0,2.6803732028,16525389,14907924,31952,364499,2021-11-16 08:39:32.225,3137,399588,1617465,14508336,699,2021-11-16 00:00:00.000,00:00,
1,2.6790751547,16470972,14835866,31515,362834,2021-11-15 09:35:56.024,3115,397464,1635106,14438402,698,2021-11-15 00:00:00.000,00:00,
2,2.6673072464,16440429,14826151,31465,360891,2021-11-14 09:44:03.248,3103,395459,1614278,14430692,697,2021-11-14 00:00:00.000,00:00,
3,2.6527599155,16408600,13689934,304050,359553,2021-11-13 09:40:09.109,3083,393041,1592295,14423264,696,2021-11-13 00:00:00.000,00:00,
4,2.6423987743,16361030,14786451,31051,356615,2021-11-12 09:27:05.279,3051,390717,1574579,14395734,695,2021-11-12 00:00:00.000,00:00,
5,2.6310718906,16312773,14760106,30302,355014,2021-11-11 09:27:17.639,3033,388349,1552667,14371757,694,2021-11-11 00:00:00.000,00:00,
6,2.6177317437,16261877,14739058,29877,352940,2021-11-10 09:28:27.999,3012,385829,1522819,14353229,693,2021-11-10 00:00:00.000,00:00,
7,2.6095236409,16212870,14692490,29749,350657,2021-11-09 09:24:09.116,2998,383404,1520380,14309086,692,2021-11-09 00:00:00.000,00:00,
8,2.6067095314,16160828,14642483,30911,347796,2021-11-08 09:28:41.663,2980,381687,1518345,14260796,691,2021-11-08 00:00:00.000,00:00,
9,2.5963907494,16130872,14633121,30166,346800,2021-11-07 09:29:07.692,2967,379933,1497751,14253188,690,2021-11-07 00:00:00.000,00:00,
10,2.5822658496,16099185,14626999,29188,345564,2021-11-06 09:37:28.182,2956,377708,1472186,14249291,689,2021-11-06 00:00:00.000,00:00,
11,2.5757787802,16051667,14576640,29290,343236,2021-11-05 09:27:51.190,2936,375462,1475027,14201178,688,2021-11-05 00:00:00.000,00:00,
12,2.5668151436,16001231,14536263,28316,341887,2021-11-04 09:27:32.684,2916,373119,1464968,14163144,687,2021-11-04 00:00:00.000,00:00,
13,2.5556917627,15953526,14502414,27275,340470,2021-11-03 09:28:24.308,2892,370637,1451112,14131777,686,2021-11-03 00:00:00.000,00:00,
14,2.5445079716,15905185,14461342,26149,338947,2021-11-02 09:30:05.194,2874,367970,1443843,14093372,685,2021-11-02 00:00:00.000,00:00,
15,2.5398746637,15849300,14425200,26171,337353,2021-11-01 06:42:25.145,2858,366382,1424100,14058818,684,2021-11-01 00:00:00.000,00:00,
16,2.5296141387,15804062,14417100,25300,336548,2021-10-31 09:17:32.729,2849,364697,1386962,14052403,683,2021-10-31 00:00:00.000,00:00,
17,2.5166866619,15775697,14409263,25225,334581,2021-10-30 09:42:07.803,2830,362636,1366434,14046627,682,2021-10-30 00:00:00.000,00:00,
18,2.5085565147,15730782,14372090,24720,332995,2021-10-29 09:31:17.460,2817,360532,1358692,14011558,681,2021-10-29 00:00:00.000,00:00,
19,2.5082902607,15678186,14289056,24750,330853,2021-10-28 09:33:44.198,2808,358411,1389130,13930645,680,2021-10-28 00:00:00.000,00:00,
20,2.5019099621,15628306,14241120,23845,329658,2021-10-27 10:10:24.763,2797,356300,1387186,13884820,679,2021-10-27 00:00:00.000,00:00,
21,2.4932471843,15579430,14212590,23975,327592,2021-10-26 09:39:33.439,2788,354355,1366840,13858235,677,2021-10-26 00:00:00.000,00:00,
22,2.4931384199,15530472,14162190,25862,324448,2021-10-25 09:45:03.736,2773,353083,1368282,13809107,676,2021-10-25 00:00:00.000,00:00,
23,2.4867673642,15504979,14150620,25734,323393,2021-10-24 09:33:19.080,2766,351893,1354359,13798727,675,2021-10-24 00:00:00.000,00:00,
24,2.4782031513,15481469,14142182,25191,322536,2021-10-23 10:02:54.872,2745,350472,1339287,13791710,674,2021-10-23 00:00:00.000,00:00,
25,2.4731308076,15437382,14110212,25922,320317,2021-10-22 09:40:09.614,2725,348964,1327170,13761248,673,2021-10-22 00:00:00.000,00:00,
26,2.4721894162,15392004,14057418,27062,317755,2021-10-21 09:43:46.670,2709,347526,1334586,13709892,672,2021-10-21 00:00:00.000,00:00,
27,2.4685802309,15344729,14019597,26780,316607,2021-10-20 09:37:29.360,2698,346085,1325132,13673512,671,2021-10-20 00:00:00.000,00:00,
28,2.4655589015,15296830,13973059,28393,313432,2021-10-19 09:37:01.052,2689,344514,1323771,13628545,670,2021-10-19 00:00:00.000,00:00,
29,2.466224513,15246346,13925780,28992,311781,2021-10-18 09:39:38.125,2668,343441,1320566,13582339,669,2021-10-18 00:00:00.000,00:00,
30,2.4617514369,15220864,13908431,29387,310344,2021-10-17 10:04:43.410,2660,342391,1312433,13566040,668,2021-10-17 00:00:00.000,00:00,
31,2.4521548219,15198187,13904954,30140,308187,2021-10-16 09:35:29.169,2644,340971,1293233,13563983,667,2021-10-16 00:00:00.000,00:00,
32,2.4513858745,15152521,13843353,30877,305851,2021-10-15 09:39:06.702,2626,339354,1309168,13503999,666,2021-10-15 00:00:00.000,00:00,
33,2.4451502864,15106360,13809826,31334,303719,2021-10-14 09:34:17.552,2618,337671,1296534,13472155,665,2021-10-14 00:00:00.000,00:00,
34,2.436982744,15062412,13776544,31061,302066,2021-10-13 09:35:45.020,2605,335732,1285868,13440812,664,2021-10-13 00:00:00.000,00:00,
35,2.4335792555,15007572,13730763,32295,299260,2021-10-12 10:34:11.074,2594,334149,1276809,13396614,663,2021-10-12 00:00:00.000,00:00,
36,2.4253840387,14977407,13721662,32198,298022,2021-10-11 09:36:36.635,2583,332803,1255745,13388859,662,2021-10-11 00:00:00.000,00:00,
37,2.4215310314,14951646,13689934,32223,296708,2021-10-10 09:40:09.109,2575,331506,1261712,13358428,661,2021-10-10 00:00:00.000,00:00,
38,2.4118597481,14925863,13678739,32423,294929,2021-10-09 09:42:58.176,2560,329912,1247124,13348827,660,2021-10-09 00:00:00.000,00:00,
39,2.4027481497,14882186,13649329,33314,292091,2021-10-08 09:46:59.694,2554,327959,1232857,13321370,659,2021-10-08 00:00:00.000,00:00,
40,2.3965178152,14833965,13594224,34422,288822,2021-10-07 09:48:27.592,2544,325788,1239741,13268436,658,2021-10-07 00:00:00.000,00:00,
41,2.384482953,14780938,13561137,33787,287040,2021-10-06 09:49:43.197,2536,323363,1219801,13237774,657,2021-10-06 00:00:00.000,00:00,
42,2.3797170401,14731627,13503118,34615,284197,2021-10-05 09:54:11.433,2524,321336,1228509,13181782,656,2021-10-05 00:00:00.000,00:00,
43,2.3712389557,14701211,13485018,34580,282669,2021-10-04 09:50:15.715,2513,319762,1216193,13165256,655,2021-10-04 00:00:00.000,00:00,
44,2.3610926678,14675115,13472237,36738,278847,2021-10-03 10:22:27.003,2507,318092,1202878,13154145,654,2021-10-03 00:00:00.000,00:00,
45,2.3468498991,14644685,13465156,36411,277092,2021-10-02 09:52:30.389,2504,316007,1179529,13149149,653,2021-10-02 00:00:00.000,00:00,
46,2.3367517214,14596211,13427186,35687,275576,2021-10-01 09:57:42.109,2497,313760,1169025,13113426,652,2021-10-01 00:00:00.000,00:00,
47,2.3238937994,14544246,13394588,34590,274205,2021-09-30 09:58:40.205,2481,311276,1149658,13083312,651,2021-09-30 00:00:00.000,00:00,
48,2.3128818186,14485251,13347634,33517,272724,2021-09-29 09:58:03.378,2474,308715,1137617,13038919,650,2021-09-29 00:00:00.000,00:00,
49,2.3012044013,14425565,13290171,32442,270928,2021-09-28 09:57:34.945,2464,305834,1135394,12984337,649,2021-09-28 00:00:00.000,00:00,
50,2.2916366729,14365928,13245817,31958,269132,2021-09-27 10:08:41.366,2456,303546,1120111,12942271,648,2021-09-27 00:00:00.000,00:00,
51,2.2765394695,14325932,13229070,30575,268140,2021-09-26 09:38:04.296,2450,301165,1096862,12927905,647,2021-09-26 00:00:00.000,00:00,
52,2.2556083498,14285337,13229114,29545,266411,2021-09-25 10:49:15.225,2441,298397,1056223,12930717,646,2021-09-25 00:00:00.000,00:00,
53,2.2373051937,14221682,13191182,28203,264490,2021-09-24 09:53:29.116,2434,295127,1030500,12896055,645,2021-09-24 00:00:00.000,00:00,
54,2.2315508683,14151069,13116349,27431,262840,2021-09-23 10:01:14.491,2427,292698,1034720,12823651,644,2021-09-23 00:00:00.000,00:00,
55,2.2187986844,14112435,13114439,26754,261810,2021-09-22 09:35:53.930,2419,290983,997996,12823456,643,2021-09-22 00:00:00.000,00:00,
56,2.2055202395,14081284,13115409,26762,260088,2021-09-21 09:39:49.437,2413,289263,965875,12826146,642,2021-09-21 00:00:00.000,00:00,
57,2.1953447092,14050974,13097442,26117,259008,2021-09-20 09:09:41.180,2409,287534,953532,12809908,641,2021-09-20 00:00:00.000,00:00,
58,2.1846289164,14020498,13088264,26080,257447,2021-09-19 09:31:46.109,2403,285930,932234,12802334,640,2021-09-19 00:00:00.000,00:00,
59,2.1732822659,13986615,13068758,25615,256012,2021-09-18 09:58:15.323,2394,284021,917857,12784737,639,2021-09-18 00:00:00.000,00:00,
60,2.1657706317,13938955,13017722,25467,254078,2021-09-17 10:15:01.593,2389,281934,921233,12735788,638,2021-09-17 00:00:00.000,00:00,
61,2.1581912906,13890499,12970398,25512,252028,2021-09-16 09:51:44.269,2386,279926,920101,12690472,637,2021-09-16 00:00:00.000,00:00,
62,2.1507521063,13839087,12924967,25784,249820,2021-09-15 09:51:20.667,2380,277984,914120,12646983,636,2021-09-15 00:00:00.000,00:00,
63,2.1429205506,13790239,12875839,25905,247647,2021-09-14 09:45:02.459,2367,275919,914400,12599920,635,2021-09-14 00:00:00.000,00:00,
64,2.1421622059,13735740,12810001,26560,245491,2021-09-13 09:40:59.629,2360,274411,925739,12535590,634,2021-09-13 00:00:00.000,00:00,
65,2.133681795,13704173,12793754,26174,244445,2021-09-12 09:35:58.190,2359,272978,910419,12520776,633,2021-09-12 00:00:00.000,00:00,
66,2.1238438972,13665460,12770383,25921,242944,2021-09-11 09:42:37.082,2358,271223,895077,12499160,632,2021-09-11 00:00:00.000,00:00,
67,2.1165404367,13615055,12726381,26295,240716,2021-09-10 09:40:06.372,2348,269359,888674,12457022,631,2021-09-10 00:00:00.000,00:00,
68,2.1108607132,13568869,12670945,26222,238901,2021-09-09 09:40:59.551,2343,267466,897924,12403479,630,2021-09-09 00:00:00.000,00:00,
69,2.1029508357,13519664,12621170,25813,237270,2021-09-08 09:39:50.468,2334,265417,898494,12355753,629,2021-09-08 00:00:00.000,00:00,
70,2.0933234213,13468412,12581429,25831,235209,2021-09-07 09:39:03.178,2330,263370,886983,12318059,628,2021-09-07 00:00:00.000,00:00,
71,2.0899330761,13416743,12525425,25768,233678,2021-09-06 09:43:09.889,2327,261773,891318,12263652,627,2021-09-06 00:00:00.000,00:00,
72,2.0818451237,13382733,12508039,25760,232317,2021-09-05 10:48:36.114,2321,260398,874694,12247641,626,2021-09-05 00:00:00.000,00:00,
73,2.0712936609,13350356,12499821,26203,230390,2021-09-04 09:41:36.458,2315,258908,850535,12240913,624,2021-09-04 00:00:00.000,00:00,
74,2.0631981163,13286677,12461479,26194,228603,2021-09-03 09:44:30.979,2308,257105,825198,12204374,623,2021-09-03 00:00:00.000,00:00,
75,2.0590600836,13223511,12403572,26888,226206,2021-09-02 09:37:25.055,2303,255397,819939,12148175,622,2021-09-02 00:00:00.000,00:00,
76,2.0486112823,13152140,12371161,26840,224305,2021-09-01 09:37:02.395,2292,253437,780979,12117724,621,2021-09-01 00:00:00.000,00:00,
77,2.0368097463,13094711,12343470,27440,221688,2021-08-31 00:00:00.000,2285,251413,751241,12092057,590,2021-08-31 00:00:00.000,00:00,
78,2.0357048445,13049678,12282871,27413,220346,2021-08-30 00:00:00.000,2284,250043,766807,12032828,589,2021-08-30 00:00:00.000,00:00,
79,2.0284939755,13015921,12253327,27566,218713,2021-08-29 00:00:00.000,2279,248558,762594,12004769,588,2021-08-29 00:00:00.000,00:00,
80,2.0174245601,12983486,12240309,27689,216974,2021-08-28 00:00:00.000,2276,246939,743177,11993370,587,2021-08-28 00:00:00.000,00:00,
81,2.007877595,12927789,12209310,28224,214659,2021-08-27 00:00:00.000,2265,245148,718479,11964162,586,2021-08-27 00:00:00.000,00:00,
82,2.0015386389,12866797,12156198,28194,212860,2021-08-26 00:00:00.000,2257,243311,710599,11912887,585,2021-08-26 00:00:00.000,00:00,
83,1.9937943791,12806608,12109022,28038,211154,2021-08-25 00:00:00.000,2237,241429,697586,11867593,584,2021-08-25 00:00:00.000,00:00,
84,1.9837816985,12749751,12061559,27873,209174,2021-08-24 00:00:00.000,2228,239275,688192,11822284,583,2021-08-24 00:00:00.000,00:00,
85,1.9806118815,12694018,12004775,27962,207584,2021-08-23 00:00:00.000,2222,237768,689243,11767007,582,2021-08-23 00:00:00.000,00:00,
86,1.9719111271,12664332,11985885,27879,206257,2021-08-22 00:00:00.000,2215,236351,678447,11749534,581,2021-08-22 00:00:00.000,00:00,
87,1.9618302101,12632591,11964593,28025,204498,2021-08-21 00:00:00.000,2202,234725,667998,11729868,580,2021-08-21 00:00:00.000,00:00,
88,1.9562292672,12567090,11907500,27987,202754,2021-08-20 00:00:00.000,2197,232938,659590,11674562,579,2021-08-20 00:00:00.000,00:00,
89,1.9450436142,12518695,11865955,27394,201213,2021-08-19 00:00:00.000,2191,230798,652740,11635157,578,2021-08-19 00:00:00.000,00:00,
90,1.9332627544,12461676,11826949,26904,199564,2021-08-18 00:00:00.000,2178,228646,634727,11598303,577,2021-08-18 00:00:00.000,00:00,
91,1.8771729143,12404969,12084289,27459,197211,2021-08-17 00:00:00.000,2173,226843,320680,11857446,576,2021-08-17 00:00:00.000,00:00,
92,1.9144144144,12372769,11777544,27118,196186,2021-08-16 00:00:00.000,2167,225471,595225,11552073,575,2021-08-16 00:00:00.000,00:00,
93,1.9041241268,12344711,11759580,26670,195091,2021-08-15 00:00:00.000,2156,223917,585131,11535663,574,2021-08-15 00:00:00.000,00:00,
94,1.8907735433,12309273,11746568,26187,193766,2021-08-14 00:00:00.000,2148,222101,562705,11524467,573,2021-08-14 00:00:00.000,00:00,
95,1.8788618674,12257959,11718424,25794,192235,2021-08-13 00:00:00.000,2144,220173,539535,11498251,572,2021-08-13 00:00:00.000,00:00,
96,1.8653085221,12207035,11696939,25527,190519,2021-08-12 00:00:00.000,2138,218184,510096,11478755,571,2021-08-12 00:00:00.000,00:00,
97,1.8528855321,12156192,11668125,24571,189491,2021-08-11 00:00:00.000,2135,216197,488067,11451928,570,2021-08-11 00:00:00.000,00:00,
98,1.8373099383,12112079,11646157,24334,187508,2021-08-10 00:00:00.000,2134,213976,465922,11432181,569,2021-08-10 00:00:00.000,00:00,
99,1.8329008458,12057824,11590316,24088,186226,2021-08-09 00:00:00.000,2125,212439,467508,11377877,568,2021-08-09 00:00:00.000,00:00,
100,1.8246269102,12027437,11561158,23840,184987,2021-08-08 00:00:00.000,2121,210948,466279,11350210,567,2021-08-08 00:00:00.000,00:00,
101,1.811282604,11995923,11550986,23435,183670,2021-08-07 00:00:00.000,2116,209221,444937,11341765,566,2021-08-07 00:00:00.000,00:00,
102,1.799611891,11951646,11524596,22828,182457,2021-08-06 00:00:00.000,2113,207398,427050,11317198,565,2021-08-06 00:00:00.000,00:00,
103,1.789742069,11908430,11492941,22863,180722,2021-08-05 00:00:00.000,2109,205694,415489,11287247,564,2021-08-05 00:00:00.000,00:00,
104,1.77841233,11864240,11466351,22425,179388,2021-08-04 00:00:00.000,2106,203919,397889,11262432,563,2021-08-04 00:00:00.000,00:00,
105,1.765622622,11820011,11451711,22300,177790,2021-08-03 00:00:00.000,2104,202194,368300,11249517,562,2021-08-03 00:00:00.000,00:00,
106,1.765361674,11772599,11385429,22323,176572,2021-08-02 00:00:00.000,2099,200994,387170,11184435,561,2021-08-02 00:00:00.000,00:00,
107,1.756553576,11751780,11373180,22411,175267,2021-08-01 00:00:00.000,2098,199776,378600,11173404,560,2021-08-01 00:00:00.000,00:00,
108,1.745957213,11728815,11359614,21898,174341,2021-07-31 00:00:00.000,2095,198334,369201,11161280,559,2021-07-31 00:00:00.000,00:00,
109,1.737598412,11682962,11325747,21860,172847,2021-07-30 00:00:00.000,2089,196796,357215,11128951,558,2021-07-30 00:00:00.000,00:00,
110,1.727162415,11637500,11295174,21573,171428,2021-07-29 00:00:00.000,2085,195086,342326,11100088,557,2021-07-29 00:00:00.000,00:00,
111,1.717447696,11585607,11261653,21100,170230,2021-07-28 00:00:00.000,2083,193413,323954,11068240,556,2021-07-28 00:00:00.000,00:00,
112,1.707057587,11528602,11219188,20273,169166,2021-07-27 00:00:00.000,2079,191518,309414,11027670,555,2021-07-27 00:00:00.000,00:00,
113,1.699126896,11472339,11191336,20776,167302,2021-07-26 00:00:00.000,2077,190155,281003,11001181,554,2021-07-26 00:00:00.000,00:00,
114,1.689275533,11453340,11178579,20725,166039,2021-07-25 00:00:00.000,2073,188837,274761,10989742,553,2021-07-25 00:00:00.000,00:00,
115,1.67939231,11430518,11155821,19335,165947,2021-07-24 00:00:00.000,2068,187350,274697,10968471,552,2021-07-24 00:00:00.000,00:00,
116,1.671630834,11388299,11110288,18838,164819,2021-07-23 00:00:00.000,2066,185723,278011,10924565,551,2021-07-23 00:00:00.000,00:00,
117,1.662335814,11343913,11074417,18251,163780,2021-07-22 00:00:00.000,2063,184094,269496,10890323,550,2021-07-22 00:00:00.000,00:00,
118,1.649873688,11298669,11046482,17546,162647,2021-07-21 00:00:00.000,2060,182253,252187,10864229,549,2021-07-21 00:00:00.000,00:00,
119,1.639564831,11251982,11007311,17206,161207,2021-07-20 00:00:00.000,2059,180472,244671,10826839,548,2021-07-20 00:00:00.000,00:00,
120,1.634722225,11202429,10961740,17216,159920,2021-07-19 00:00:00.000,2058,179194,240689,10782546,547,2021-07-19 00:00:00.000,00:00,
121,1.630927675,11175977,10910539,16683,159203,2021-07-18 00:00:00.000,2057,177943,265438,10732596,546,2021-07-18 00:00:00.000,00:00,
122,1.615973942,11149223,10921587,15907,158528,2021-07-17 00:00:00.000,2055,176490,227636,10745097,545,2021-07-17 00:00:00.000,00:00,
123,1.60729781,11108582,10890390,15457,157533,2021-07-16 00:00:00.000,2051,175041,218192,10715349,544,2021-07-16 00:00:00.000,00:00,
124,1.598253496,11060454,10855975,14770,156686,2021-07-15 00:00:00.000,2050,173506,204479,10682469,543,2021-07-15 00:00:00.000,00:00,
125,1.587769115,11008857,10826952,13775,156084,2021-07-14 00:00:00.000,2048,171907,181905,10655045,542,2021-07-14 00:00:00.000,00:00,
126,1.578964888,10964297,10785167,13183,155065,2021-07-13 00:00:00.000,2046,170294,179130,10614873,541,2021-07-13 00:00:00.000,00:00,
127,1.574131766,10919896,10745225,12775,154325,2021-07-12 00:00:00.000,2044,169144,174671,10576081,540,2021-07-12 00:00:00.000,00:00,
128,1.566666486,10902276,10726214,12241,153760,2021-07-11 00:00:00.000,2043,168044,176062,10558170,539,2021-07-11 00:00:00.000,00:00,
129,1.556397131,10881638,10711919,11529,153153,2021-07-10 00:00:00.000,2038,166720,169719,10545199,538,2021-07-10 00:00:00.000,00:00,
130,1.547603102,10844215,10683747,10808,152498,2021-07-09 00:00:00.000,2036,165342,160468,10518405,537,2021-07-09 00:00:00.000,00:00,
131,1.539915705,10802780,10651622,10069,151923,2021-07-08 00:00:00.000,2034,164026,151158,10487596,536,2021-07-08 00:00:00.000,00:00,
132,1.531954059,10766500,10623752,9218,151500,2021-07-07 00:00:00.000,2033,162751,142748,10461001,535,2021-07-07 00:00:00.000,00:00,
133,1.52482307,10735715,10594016,8749,150759,2021-07-06 00:00:00.000,2032,161540,141699,10432476,534,2021-07-06 00:00:00.000,00:00,
134,1.521915262,10700133,10565240,8723,150043,2021-07-05 00:00:00.000,2028,160794,134893,10404446,533,2021-07-05 00:00:00.000,00:00,
135,1.517543135,10685124,10548827,8444,149613,2021-07-04 00:00:00.000,2026,160083,136297,10388744,532,2021-07-04 00:00:00.000,00:00,
136,1.512237172,10670616,10536707,8184,149131,2021-07-03 00:00:00.000,2025,159340,133909,10377367,531,2021-07-03 00:00:00.000,00:00,
137,1.508391023,10641601,10510935,8204,148318,2021-07-02 00:00:00.000,2024,158546,130666,10352389,530,2021-07-02 00:00:00.000,00:00,
138,1.503624138,10614315,10489390,7676,148024,2021-07-01 00:00:00.000,2021,157721,124925,10331669,529,2021-07-01 00:00:00.000,00:00,
139,1.499862255,10579071,10464961,7250,147692,2021-06-30 00:00:00.000,2018,156960,114110,10308001,528,2021-06-30 00:00:00.000,00:00,
140,1.496003116,10555740,10438882,7074,147075,2021-06-29 00:00:00.000,2017,156166,116858,10282716,527,2021-06-29 00:00:00.000,00:00,
141,1.495000281,10520928,10406085,6884,146672,2021-06-28 00:00:00.000,2015,155571,114843,10250514,526,2021-06-28 00:00:00.000,00:00,
142,1.492162323,10508677,10392301,6720,146337,2021-06-27 00:00:00.000,2013,155070,116376,10237231,525,2021-06-27 00:00:00.000,00:00,
143,1.487880387,10495515,10380942,6458,145986,2021-06-26 00:00:00.000,2012,154456,114573,10226486,524,2021-06-26 00:00:00.000,00:00,
144,1.486685106,10466544,10344356,6394,145385,2021-06-25 00:00:00.000,2009,153788,122188,10190568,523,2021-06-25 00:00:00.000,00:00,
145,1.484365384,10438781,10317810,6363,144783,2021-06-24 00:00:00.000,2008,153154,120971,10164656,522,2021-06-24 00:00:00.000,00:00,
146,1.483868388,10409948,10280157,6164,144373,2021-06-23 00:00:00.000,2007,152544,129791,10127613,521,2021-06-23 00:00:00.000,00:00,
147,1.481520134,10380042,10252915,6082,143811,2021-06-22 00:00:00.000,2006,151899,127127,10101016,520,2021-06-22 00:00:00.000,00:00,
148,1.48278272,10346046,10217613,6244,143257,2021-06-21 00:00:00.000,2004,151505,128433,10066108,519,2021-06-21 00:00:00.000,00:00,
149,1.481179366,10335633,10204571,6259,142887,2021-06-20 00:00:00.000,2002,151148,131062,10053423,518,2021-06-20 00:00:00.000,00:00,
150,1.478444312,10323153,10194432,6343,142379,2021-06-19 00:00:00.000,1997,150719,128721,10043713,517,2021-06-19 00:00:00.000,00:00,
151,1.477516692,10294047,10168210,6432,141809,2021-06-18 00:00:00.000,1996,150237,125837,10017973,516,2021-06-18 00:00:00.000,00:00,
152,1.477134747,10257835,10136516,6714,141022,2021-06-17 00:00:00.000,1994,149730,121319,9986786,515,2021-06-17 00:00:00.000,00:00,
153,1.475577311,10229383,10110619,6766,140431,2021-06-16 00:00:00.000,1993,149190,118764,9961429,514,2021-06-16 00:00:00.000,00:00,
154,1.475706268,10196468,10072804,6927,139726,2021-06-15 00:00:00.000,1992,148645,123664,9924159,513,2021-06-15 00:00:00.000,00:00,
155,1.476508035,10165496,10042072,7269,139015,2021-06-14 00:00:00.000,1988,148272,123424,9893800,512,2021-06-14 00:00:00.000,00:00,
156,1.474543917,10152906,10028389,7316,138572,2021-06-13 00:00:00.000,1985,147873,124517,9880516,511,2021-06-13 00:00:00.000,00:00,
157,1.47151213,10140534,10018334,7409,138030,2021-06-12 00:00:00.000,1982,147421,122200,9870913,510,2021-06-12 00:00:00.000,00:00,
158,1.471899741,10111063,9977310,7658,137217,2021-06-11 00:00:00.000,1981,146856,133753,9830454,509,2021-06-11 00:00:00.000,00:00,
159,1.470864122,10076861,9946534,7616,136705,2021-06-10 00:00:00.000,1979,146300,130327,9800234,508,2021-06-10 00:00:00.000,00:00,
160,1.469633196,10044782,9913358,7547,136166,2021-06-09 00:00:00.000,1977,145690,131424,9767668,507,2021-06-09 00:00:00.000,00:00,
161,1.470090853,10008582,9869322,7709,135404,2021-06-08 00:00:00.000,1975,145088,139260,9724234,506,2021-06-08 00:00:00.000,00:00,
162,1.470490004,9972295,9835769,7808,134852,2021-06-07 00:00:00.000,1974,144634,136526,9691135,505,2021-06-07 00:00:00.000,00:00,
163,1.467429756,9959695,9823230,7922,134254,2021-06-06 00:00:00.000,1973,144149,136465,9679081,504,2021-06-06 00:00:00.000,00:00,
164,1.463921944,9945952,9808788,7867,133755,2021-06-05 00:00:00.000,1971,143593,137164,9665195,503,2021-06-05 00:00:00.000,00:00,
165,1.461000475,9911322,9777478,7602,133278,2021-06-04 00:00:00.000,1969,142849,133844,9634629,502,2021-06-04 00:00:00.000,00:00,
166,1.459112138,9872322,9742500,7496,132690,2021-06-03 00:00:00.000,1968,142154,129822,9600346,501,2021-06-03 00:00:00.000,00:00,
167,1.457668392,9834348,9705431,7447,132061,2021-06-02 00:00:00.000,1965,141473,128917,9563958,500,2021-06-02 00:00:00.000,00:00,
168,1.455889634,9798400,9670788,7376,131457,2021-06-01 00:00:00.000,1963,140796,127612,9529992,499,2021-06-01 00:00:00.000,00:00,
169,1.4568051768,9761156,9633203,7561,130817,2021-05-30 00:00:00.000,1959,140337,127953,9492866,498,2021-05-31 00:00:00.000,00:00,
170,1.454165571,9747612,9621119,7576,130374,2021-05-30 00:00:00.000,1957,139907,126493,9481212,497,2021-05-30 00:00:00.000,00:00,
171,1.450883775,9733588,9609798,7745,129731,2021-05-29 00:00:00.000,1951,139427,123790,9470371,496,2021-05-29 00:00:00.000,00:00,
172,1.449896399,9702453,9579581,8198,128750,2021-05-28 00:00:00.000,1946,138894,122872,9440687,495,2021-05-28 00:00:00.000,00:00,
173,1.449298446,9665690,9543031,8195,128169,2021-05-27 00:00:00.000,1943,138307,122659,9404724,494,2021-05-27 00:00:00.000,00:00,
174,1.447963934,9629455,9508386,8176,127562,2021-05-26 00:00:00.000,1940,137678,121069,9370708,493,2021-05-26 00:00:00.000,00:00,
175,1.445529521,9592726,9475628,8052,126983,2021-05-25 00:00:00.000,1938,136973,117098,9338655,492,2021-05-25 00:00:00.000,00:00,
176,1.446605861,9553612,9432908,8105,126418,2021-05-24 00:00:00.000,1934,136457,120704,9296451,491,2021-05-24 00:00:00.000,00:00,
177,1.443871791,9536298,9414063,8165,125831,2021-05-23 00:00:00.000,1931,135927,122235,9278136,490,2021-05-23 00:00:00.000,00:00,
178,1.439286846,9520965,9403407,8392,125024,2021-05-22 00:00:00.000,1926,135342,117558,9268065,489,2021-05-22 00:00:00.000,00:00,
179,1.4368562,9487107,9372963,8604,124150,2021-05-21 00:00:00.000,1922,134676,114144,9238287,488,2021-05-21 00:00:00.000,00:00,
180,1.436153877,9447357,9338484,8550,123649,2021-05-20 00:00:00.000,1916,134115,108873,9204369,487,2021-05-20 00:00:00.000,00:00,
181,1.431433582,9428643,9324149,8333,123224,2021-05-19 00:00:00.000,1912,133469,104494,9190680,486,2021-05-19 00:00:00.000,00:00,
182,1.429410897,9395003,9291590,8296,122615,2021-05-18 00:00:00.000,1904,132815,103413,9158775,485,2021-05-18 00:00:00.000,00:00,
183,1.429898627,9353299,9251495,8233,122151,2021-05-17 00:00:00.000,1903,132287,101804,9119208,484,2021-05-17 00:00:00.000,00:00,
184,1.425757584,9336613,9234950,8025,121743,2021-05-16 00:00:00.000,1900,131668,101663,9103282,483,2021-05-16 00:00:00.000,00:00,
185,1.421472325,9319093,9219877,7892,121270,2021-05-15 00:00:00.000,1896,131058,99216,9088819,482,2021-05-15 00:00:00.000,00:00,
186,1.419288441,9281290,9186082,8100,120384,2021-05-14 00:00:00.000,1893,130377,95208,9055705,481,2021-05-14 00:00:00.000,00:00,
187,1.416158717,9241152,9153635,7847,119892,2021-05-13 00:00:00.000,1891,129630,87517,9024005,480,2021-05-13 00:00:00.000,00:00,
188,1.413966632,9201538,9117259,7671,119360,2021-05-12 00:00:00.000,1884,128915,84279,8988344,479,2021-05-12 00:00:00.000,00:00,
189,1.412840025,9164283,9079655,7696,118706,2021-05-11 00:00:00.000,1879,128281,84628,8951374,478,2021-05-11 00:00:00.000,00:00,
190,1.413605557,9122058,9038660,8064,117832,2021-05-10 00:00:00.000,1875,127771,83398,8910889,477,2021-05-10 00:00:00.000,00:00,
